task,trial,path,default_idx,safe_low_idx,safe_high_idx,safe_width,safe_width_fraction,near_contained,exact_contained,matched_near_rate,matched_oracle_rate,safe_gain,full_gain,matched_best_gain,safe_minus_matched_gain,default_test_nrmse,safe_best_test_nrmse,full_best_test_nrmse,support_range,spectral_radius_range
controlled_d1_clean,2,sparsity,0,0,0,1,0.07692307692307693,0,0,0.38461538461538464,0.07692307692307693,0.0,0.01143118534547126,0.002140560826406634,-0.002140560826406634,0.09046023037852415,0.09046023037852415,0.07902904503305289,57.999999996495426,0.1427854119311709
controlled_d1_clean,3,temperature,0,0,3,4,0.3076923076923077,1,1,0.2,0.1,0.0,0.0,-0.011210127420780395,0.011210127420780395,0.02420986585187086,0.02420986585187086,0.02420986585187086,55.17202948034232,0.2370948065056273
controlled_d1_clean,3,gain,3,0,5,6,0.46153846153846156,1,1,0.75,0.125,0.0013655135131982604,0.0013655135131982604,-0.015326735583265019,0.01669224909646328,0.012131964157026233,0.010766450643827972,0.010766450643827972,6.770051186322235e-11,1.5581290445076577
controlled_d1_clean,3,leak,8,6,12,7,0.5384615384615384,1,1,0.8571428571428571,0.5714285714285714,0.00015787437907023236,0.00015787437907023236,-0.002426092737140201,0.002583967116210433,0.02938867632151419,0.029230801942443957,0.029230801942443957,0.0,0.0
controlled_d1_clean,3,sparsity,0,0,0,1,0.07692307692307693,1,1,0.15384615384615385,0.07692307692307693,0.0,0.0,-0.016907432387368,0.016907432387368,0.02820439633941019,0.02820439633941019,0.02820439633941019,57.999999996495426,0.2216031459035831
controlled_d20_clean,0,temperature,9,9,9,1,0.07692307692307693,0,0,0.07692307692307693,0.07692307692307693,0.0,0.04355345199812111,-0.034313040146285674,0.034313040146285674,0.7932320872874261,0.7932320872874261,0.749678635289305,55.12443378507918,0.13613360645127726
controlled_d20_clean,0,gain,10,8,10,3,0.23076923076923078,0,0,0.18181818181818182,0.09090909090909091,0.021093159214884083,0.05089559782667763,-0.028746581391303625,0.049839740606187705,0.7423499448132361,0.721256785598352,0.6914543469865585,6.890132908665692e-11,1.699863156289127
controlled_d20_clean,0,leak,2,1,3,3,0.23076923076923078,1,1,0.2727272727272727,0.2727272727272727,0.0,0.0,-0.125573944918074,0.125573944918074,0.46567958685212396,0.46567958685212396,0.46567958685212396,0.0,0.0
controlled_d20_clean,0,sparsity,7,7,7,1,0.07692307692307693,1,0,0.15384615384615385,0.07692307692307693,0.0,0.0021643558029641463,-0.06828876068710772,0.06828876068710772,0.7600347199749959,0.7600347199749959,0.7578703641720318,57.999999996495426,0.14281400180318093
controlled_d20_clean,1,temperature,4,2,4,3,0.23076923076923078,1,0,0.7272727272727273,0.18181818181818182,0.0,0.0014637172094561501,-0.006465934245305716,0.006465934245305716,0.894418976357869,0.894418976357869,0.8929552591484129,55.270841577456316,0.15254914390040597
controlled_d20_clean,1,gain,10,9,11,3,0.23076923076923078,1,1,0.2727272727272727,0.18181818181818182,0.017648391642922312,0.017648391642922312,-0.09973006051651909,0.1173784521594414,0.7746481652398904,0.7569997735969681,0.7569997735969681,6.817657549618161e-11,1.5525831488782547
controlled_d20_clean,1,leak,1,1,3,3,0.23076923076923078,1,1,0.18181818181818182,0.18181818181818182,0.0,0.0,-0.14901881288646598,0.14901881288646598,0.4265874758761398,0.4265874758761398,0.4265874758761398,0.0,0.0
controlled_d20_clean,1,sparsity,0,0,0,1,0.07692307692307693,1,1,0.15384615384615385,0.07692307692307693,0.0,0.0,-0.14340656670887764,0.14340656670887764,0.7971095545813994,0.7971095545813994,0.7971095545813994,57.999999996495426,0.17118329644856822
controlled_d20_clean,2,temperature,9,9,10,2,0.15384615384615385,1,1,0.16666666666666666,0.16666666666666666,0.0,0.0,-0.045130368510196306,0.045130368510196306,0.7837944852594779,0.7837944852594779,0.7837944852594779,55.10933829052216,0.1917116238863159
controlled_d20_clean,2,gain,9,9,9,1,0.07692307692307693,0,0,0.15384615384615385,0.07692307692307693,0.0,0.0447729892764428,-0.016493102471933405,0.016493102471933405,0.8610187693064025,0.8610187693064025,0.8162457800299597,6.730260793119669e-11,1.5286988694561785
controlled_d20_clean,2,leak,3,1,3,3,0.23076923076923078,1,1,0.36363636363636365,0.2727272727272727,0.01626646245787544,0.01626646245787544,-0.13075009985508307,0.1470165623129585,0.4057265417311472,0.38946007927327175,0.38946007927327175,0.0,0.0
controlled_d20_clean,2,sparsity,2,2,2,1,0.07692307692307693,0,0,0.07692307692307693,0.07692307692307693,0.0,0.020280970305426416,-0.044552968797376705,0.044552968797376705,0.7648476240768456,0.7648476240768456,0.7445666537714192,57.999999996495426,0.175946699288688
controlled_d20_clean,3,temperature,0,0,4,5,0.38461538461538464,1,1,0.1111111111111111,0.1111111111111111,0.0,0.0,-0.0340782949018419,0.0340782949018419,0.7571949171431288,0.7571949171431288,0.7571949171431288,55.17694539085561,0.18325901024646996
controlled_d20_clean,3,gain,6,5,6,2,0.15384615384615385,1,1,0.25,0.16666666666666666,0.008772043910460381,0.008772043910460381,-0.042612262814453454,0.051384306724913835,0.796104561046527,0.7873325171360667,0.7873325171360667,6.776446070944075e-11,1.6565088620195803
